x,y,target
-1.0609491968581402,1.2116444896837015,0
-0.9278485069020644,1.6193869515473733,0
-1.017789299142685,1.3649202657732387,0
-1.0640934536024824,1.4547471590949186,0
-1.1610761605288762,1.015031840349084,0
-0.9832847095466751,1.4941083976607015,0
-1.149930230989846,1.4896765781779369,0
-0.7865815993743362,1.4935471974998054,0
-0.7290697915991766,1.7549984628116992,0
-1.1932467849393777,1.5454562392827866,0
-0.8666199695338683,1.2876063204590287,0
-1.0768840641976765,1.349625563039473,0
-1.0455643511248542,1.5581049567418117,0
-0.7595226893658712,1.0481803773034157,0
-1.4431711534416904,1.533413372356534,0
-1.4302965602387674,1.5365102956945274,0
-1.4838252820477393,1.1683060488590726,0
-0.8339041235616497,1.1031410381238824,0
-0.8774745992401196,1.252342680739347,0
-0.8039902814025447,1.290968616754098,0
-0.7171053262137889,1.4561574163343036,0
-0.8606731486266211,1.350881210769856,0
-1.1308165101976546,1.7906990704473809,0
-0.8755766589708357,1.0816358485984223,0
-1.4053804593048533,1.1671014048758677,0
-0.988063182937981,1.1290476143079968,0
-1.3853173700727628,1.5224866603723186,0
-0.744264866360333,1.2026332820318255,0
-1.0825213425999427,1.3730486182850448,0
-1.1682704480075812,1.195540473601282,0
-1.3728243330835843,-1.545144838038941,1
-1.411699887068556,-1.2660716960290546,1
-0.9749363284277813,-1.694561710076486,1
-1.389453638921109,-1.2269382367051476,1
-1.3427341106559572,-1.568475125642239,1
-1.2050198634712288,-1.6534469103943064,1
-0.843205416121652,-1.3307896521519333,1
-1.422318979365551,-1.783913963050005,1
-0.829644074000957,-1.1368479766261093,1
-1.4231212736848295,-1.796243619045962,1
-0.7188324279892835,-1.2577467705630156,1
-1.1250790386818388,-1.583993621446268,1
-0.7185911294477304,-1.2118447823019238,1
-1.0161235842039633,-1.0302491639060491,1
-0.9085891364813588,-1.6009974851840334,1
-1.4686497661965434,-1.3390741324657303,1
-1.2737544299388723,-1.3263664549825287,1
-1.4038427510294649,-1.342198475367301,1
-1.263087841982284,-1.6215346938875053,1
-1.4050178248366048,-1.0378007907864117,1
-1.2456134564848191,-1.442299697105898,1
-1.168589604388264,-1.1228730620230976,1
-1.4486820029209726,-1.2404165797459963,1
-0.9460223045039842,-1.562050439315893,1
-1.04671883663474,-1.1489617442380182,1
-1.2876884072484436,-1.482795407322412,1
-1.0814015572266402,-1.0951174423110706,1
-1.4248475913932466,-1.3349817018913128,1
-1.0392428035550565,-1.0946117105161175,1
-0.7565630419390288,-1.2459747279377873,1
-0.9747457201803594,-0.35055169534200625,2
-1.1986756180732976,0.36812605736821424,2
-0.7439163652767761,-0.3375070653236252,2
-1.0560098007703624,0.11555956428384417,2
-1.2761449514418204,-0.3761800171505585,2
-1.0936067858720757,0.3480082293222344,2
-1.6808068016906663,0.3073189587250107,2
-1.3984251833254506,0.06910073861459332,2
-1.0398264625073148,-0.09281670277400034,2
-1.409922392789556,-0.43083300454486195,2
-1.0819845710011584,0.19742877314456364,2
-1.2712312990542338,-0.046457317321931146,2
-1.5645259357775498,0.22205559947034792,2
-1.4017176740439692,0.3663823259286292,2
-1.130035089298735,0.4755215050028858,2
-1.1091272387518267,0.355803342392611,2
-1.125674751150421,-0.48828591581499803,2
-1.0467991801428664,-0.1400219355216361,2
-1.047896729998311,0.22999056242405802,2
-1.268581564566026,-0.3283703227385595,2
-0.803453404148937,0.021036606204129282,2
-1.3324381299521035,-0.44566201166074637,2
-1.2641350747343731,-0.3000034751035999,2
-0.8080766449843279,-0.48147820553938603,2
-0.8938060109539142,0.2936977033574206,2
-0.9961114164596336,-0.27607531193961987,2
-1.5997731126876988,-0.1546483193030973,2
-0.7805173862553264,0.4280812934655909,2
-0.9857587004508885,0.20441440192353277,2
-0.7011529934321334,-0.46816107046869215,2
0.46351065039666034,0.8063066281520412,3
1.1943654423996217,0.7412991637879711,3
1.1235657417666682,1.229121142289061,3
0.5806285141992138,0.44106034888725043,3
1.69474239667967,0.731952120705775,3
1.1823455295454335,1.07949675000241,3
1.0570124848399334,0.9986719685347608,3
1.1438559621673137,1.1417206789836971,3
1.3681952472268315,0.844205930071571,3
0.699111992767363,1.33885495433307,3
0.837153699545747,1.7821689694771703,3
0.5357499983601954,0.5880509695392528,3
0.4979088094085378,1.2278065714465827,3
1.7109958239742937,0.6113089701522452,3
1.38328127207886,1.5469754899081498,3
0.9847340937881073,1.03369552449167,3
0.5638634047573172,1.3046740989736143,3
0.6069703708326286,0.6932477379425257,3
0.29284665651820097,0.6317564149494035,3
0.8950666008929933,1.1808900490383274,3
0.6988734111905641,0.968980380559929,3
1.314149582104735,1.904691112404501,3
0.8044029428679694,1.6245204060911445,3
0.48736588409541565,1.5978617917608757,3
0.23948596542612993,1.8459515835934934,3
0.3075994103411977,0.5334758967072296,3
1.2870284375977077,1.2835079518758503,3
0.9259149512896725,1.3351617103292301,3
1.0585267377739556,1.9390982056755663,3
1.6346740688645474,0.8674360428680781,3
1.784542315834727,0.7853260478647148,3
0.5470351750375583,0.5604703076247964,3
1.2609251249601612,0.4262874073463586,3
0.621315802779441,1.8872469068675048,3
0.23304159914516584,1.471866474545456,3
1.4134058461378263,1.6562446592370204,3
0.7120274413159485,0.8507681692063185,3
0.8135422306750367,1.3382562658981225,3
1.141307381685769,0.5023284257935697,3
1.5296775283779047,1.1770041534953966,3
1.206370949745838,1.963992223591115,3
1.5962410487158325,1.8024083925065453,3
0.6376672557050171,0.941054322938953,3
1.476874934260102,1.9385122472663976,3
0.4970175108895235,0.7707226023539271,3
1.7244666511551114,1.9189101158650903,3
1.2999812422205044,1.9062043275303977,3
0.5448122833816935,1.6787241397638266,3
1.7157929447822788,1.4087166989868658,3
1.3693692908322526,1.7988607465999151,3
0.6688324552124747,-1.710158461220955,4
1.558309688500669,-0.7383271803095699,4
1.188602707068038,-1.9090430777068155,4
0.22117897241423914,-0.8848044132400201,4
0.7555736286915513,-0.7540873664942345,4
0.43702537751706405,-0.7561479010419949,4
1.7709270237092052,-1.5849238970474322,4
0.9653924912639809,-1.4018989793079015,4
0.9958261847978603,-1.0598405836857774,4
1.2231560262379577,-1.5634849561208528,4
0.789735369807388,-1.4066355212513781,4
0.4190404346969583,-1.6847131517029765,4
1.5153883731107929,-1.2642305859903882,4
0.5037566590444127,-1.9286203179934174,4
1.0181103720743296,-0.720326584687011,4
0.5589072463595828,-1.8768696848213877,4
0.35655117519045443,-1.1698637618695584,4
1.5795064278746933,-1.5091038407276862,4
1.7566711824370085,-1.0759312818697992,4
1.7373354529008003,-0.4649066546665197,4
1.6504887987538863,-0.9670876088703937,4
1.438475732317822,-1.9434201027912146,4
0.733032243245827,-1.3113560967871019,4
0.3297622239807948,-1.1839730362907996,4
0.8515858742620918,-1.1421160084744768,4
0.5715746274735083,-0.9097719830338593,4
0.41198021561277276,-1.5558462436291742,4
0.2854834908589204,-1.7938230952538876,4
1.360950982736926,-1.3717189175246491,4
0.2182839338000496,-0.4697508435264819,4
1.432929197604442,-1.7005905731986484,4
0.4351146326406,-0.5536256721148207,4
0.3272353321388092,-1.1299104798762778,4
0.3433648547817686,-1.2689417253667745,4
1.2752764917662631,-0.5887337436321767,4
0.5925875357645516,-1.2662336611702627,4
0.8728631466881576,-0.8413317814215306,4
1.0917900661182671,-1.3615594852750368,4
1.57688187812607,-0.5535289713584675,4
1.3632708203381252,-0.8959599676940362,4
0.6325246483819433,-0.8806047131991732,4
0.41037247886580414,-1.4756473575086098,4
0.2885989126739167,-0.7891541716209771,4
0.682557815169508,-0.9823023112845739,4
